ACCOUNT_AGE,CUSTOMER_AGE,POLICY_NUMBER,POLICY_START_DATE,POLICY_STATE,LIABILITY_AMOUNT,DEDUCTABLE,ANNUAL_FEE,UMBRELLA_LIMIT,ZIP_CODE,GENDER,EDUCATION_LEVEL,OCCUPATION,CAPITAL_GAINS,INCIDENT_DATE,INCIDENT_TYPE,COLLISION_TYPE,INCIDENT_SEVERITY,AUTHORITIES,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR,NUMBER_OF_VEHICLES,PROPERTY_DAMAGE,BODILY_INJURIES,WITNESSES,POLICE_REPORT,TOTAL_CLAIM_AMOUNT,INJURY_CLAIM,PROPERTY_CLAIM,VEHICLE_CLAIM,AUTO_MAKE,AUTO_MODEL,AUTO_YEAR,FRAUD
225,39,607259,1996-04-08,OH,250/500,500,1390.72,0,448949,MALE,Masters,tech-support,31800,2015-02-20,Parked Car,,Trivial Damage,,SC,Northbrook,6,1,YES,2,1,YES,5830,1060,530,4240,Nissan,Pathfinder,2011,N
84,32,979336,2001-03-04,IL,500/1000,500,1694.09,7000000,603732,FEMALE,Associate,prof-specialty,0,2015-01-30,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbend,0,1,YES,0,2,NO,57240,4770,9540,42930,BMW,X6,1995,Y
169,39,865201,2001-10-19,OH,100/300,2000,1140.15,0,608929,MALE,High School,armed-forces,-36800,2015-01-19,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Riverwood,9,3,YES,0,3,NO,46200,4200,8400,33600,Suburu,Legacy,2015,N
124,32,140977,2006-08-18,IN,100/300,1000,1310.71,0,469875,FEMALE,Masters,farming-fishing,29300,2015-02-25,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Columbus,23,1,YES,0,1,NO,57700,5770,5770,46160,Toyota,Camry,2003,N
320,48,787351,2013-04-28,IL,250/500,2000,1730.49,7000000,443342,MALE,College,transport-moving,4600,2015-01-24,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,13,3,NO,2,0,NO,56160,4680,9360,42120,Saab,95,1995,N
297,47,272330,2009-11-29,IN,250/500,500,1616.65,7000000,456363,MALE,MD,adm-clerical,-59500,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,0,3,NO,0,3,YES,44400,5550,5550,33300,Jeep,Grand Cherokee,1999,N
421,56,728025,1990-02-15,IN,100/300,500,1935.85,4000000,470826,MALE,Masters,machine-op-inspct,-31600,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Hillsdale,7,1,NO,2,3,NO,92730,16860,8430,67440,Mercedes,E400,2004,Y
136,33,804608,2002-04-12,OH,250/500,1000,855.14,0,458582,FEMALE,PhD,craft-repair,37900,2015-01-04,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,23,1,YES,0,1,YES,30700,3070,6140,21490,Toyota,Corolla,2015,N
46,24,718829,1999-02-21,OH,250/500,2000,1568.47,4000000,454480,FEMALE,High School,armed-forces,46800,2015-02-02,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,7,1,NO,2,0,NO,56600,11320,5660,39620,Toyota,Camry,1999,N
34,24,482404,2011-06-18,IN,500/1000,2000,1550.53,0,435632,FEMALE,MD,armed-forces,-27700,2015-02-01,Parked Car,,Trivial Damage,,VA,Hillsdale,20,1,YES,0,1,NO,3960,660,660,2640,Audi,A3,1998,N
95,30,331170,1995-03-26,IL,250/500,2000,1370.92,0,442206,MALE,College,transport-moving,48900,2015-02-14,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Arlington,22,1,YES,0,3,NO,34800,3480,6960,24360,Accura,MDX,1999,N
140,36,753056,1991-05-03,IN,250/500,500,1363.59,0,468303,FEMALE,JD,armed-forces,43200,2015-02-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,10,3,NO,2,0,YES,79500,7950,7950,63600,Chevrolet,Tahoe,2000,N
200,34,910365,2001-12-19,IN,250/500,1000,828.42,3000000,467762,FEMALE,College,prof-specialty,0,2015-01-22,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,10,1,NO,2,2,NO,56000,5600,5600,44800,Chevrolet,Malibu,2009,N
123,29,379268,2012-08-05,IN,250/500,500,1209.63,0,447188,FEMALE,Masters,machine-op-inspct,20600,2015-01-14,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,17,1,YES,1,0,YES,73260,16280,0,56980,Volkswagen,Jetta,2014,Y
267,46,362843,2004-08-09,OH,250/500,2000,1111.17,0,469438,MALE,MD,craft-repair,35000,2015-02-03,Parked Car,,Trivial Damage,,WV,Arlington,3,1,YES,2,3,YES,4950,900,450,3600,Toyota,Camry,1995,N
290,42,135400,2014-01-20,IN,500/1000,500,989.97,0,462519,MALE,Masters,machine-op-inspct,32500,2015-01-20,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,10,1,NO,0,1,NO,48000,4800,9600,33600,Saab,95,2013,N
45,37,798579,2011-12-19,IN,250/500,1000,1114.23,0,432534,MALE,College,prof-specialty,0,2015-01-01,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,1,1,YES,0,1,YES,52200,10440,5220,36540,Nissan,Pathfinder,2005,N
186,38,250833,2008-07-28,IN,250/500,2000,1347.31,0,436467,FEMALE,JD,protective-serv,-30200,2015-02-02,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1,3,NO,2,3,NO,73800,12300,12300,49200,Audi,A3,1995,N
135,34,824116,1998-05-05,IL,250/500,2000,1687.53,0,465674,FEMALE,JD,protective-serv,-69600,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,7,1,NO,1,2,NO,78200,15640,7820,54740,Audi,A3,2009,N
110,33,322613,1995-04-16,IN,250/500,1000,1183.48,0,442389,MALE,Associate,other-service,0,2015-01-26,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Northbend,19,1,NO,2,3,NO,55200,13800,9200,32200,Saab,93,2015,Y
259,43,871305,1992-02-14,IL,500/1000,2000,1537.13,0,471614,FEMALE,PhD,handlers-cleaners,-58300,2015-01-02,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,3,3,NO,0,2,YES,57060,6340,6340,44380,Ford,Fusion,2012,N
114,30,488037,2007-07-11,OH,250/500,1000,1173.25,0,442936,FEMALE,Masters,protective-serv,-34700,2015-02-25,Vehicle Theft,,Minor Damage,,WV,Arlington,3,1,NO,0,3,YES,4680,520,520,3640,Chevrolet,Malibu,2013,N
404,56,485813,2010-04-07,IN,250/500,1000,1361.16,4000000,437944,FEMALE,Masters,transport-moving,-63700,2015-01-15,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,23,1,NO,2,0,YES,53100,5310,5310,42480,Accura,MDX,2005,Y
282,48,886473,1991-03-10,OH,500/1000,2000,1422.56,7000000,473705,FEMALE,MD,prof-specialty,-28400,2015-02-09,Vehicle Theft,,Minor Damage,,WV,Springfield,7,1,NO,1,2,NO,3520,640,320,2560,Accura,MDX,2013,N
57,25,907113,1996-01-20,IL,500/1000,2000,1143.06,0,469363,FEMALE,Masters,tech-support,9000,2015-01-16,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,0,3,NO,0,1,YES,72900,14580,14580,43740,Nissan,Maxima,2010,N
215,38,833321,2010-03-01,IN,250/500,500,1405.71,0,465376,FEMALE,PhD,craft-repair,0,2015-02-01,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,10,1,NO,0,1,NO,70700,7070,14140,49490,Volkswagen,Passat,2008,N
140,30,521592,2014-06-15,IL,100/300,500,1354.2,0,438775,FEMALE,College,adm-clerical,100500,2015-02-10,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,4,4,NO,0,0,NO,60170,5470,10940,43760,Nissan,Pathfinder,2006,N
250,42,254837,2004-11-25,IN,100/300,500,1055.6,0,457962,MALE,High School,exec-managerial,28800,2015-01-03,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,16,1,NO,1,1,NO,74800,13600,6800,54400,Ford,Fusion,2009,Y
286,41,634499,2000-08-26,IL,250/500,1000,999.43,0,477947,MALE,College,prof-specialty,25800,2015-01-01,Vehicle Theft,,Trivial Damage,Police,WV,Northbend,3,1,YES,2,0,NO,4100,820,410,2870,Chevrolet,Malibu,2009,N
356,47,574707,2005-08-23,IN,250/500,2000,1155.97,0,431104,MALE,High School,prof-specialty,0,2015-02-23,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,5,1,YES,0,3,NO,61490,5590,11180,44720,Dodge,RAM,2009,N
65,29,476839,1990-08-09,IL,250/500,1000,1726.91,0,456570,MALE,High School,other-service,0,2015-01-28,Vehicle Theft,,Trivial Damage,,VA,Hillsdale,14,1,NO,0,0,NO,7200,720,1440,5040,Audi,A5,1999,N
187,34,149601,2003-03-28,IN,500/1000,500,1232.57,0,612986,FEMALE,PhD,machine-op-inspct,59500,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,7,3,NO,0,0,NO,45100,8200,4100,32800,Nissan,Pathfinder,2011,N
386,53,630683,2007-10-23,OH,250/500,500,1078.65,0,615730,MALE,JD,craft-repair,36800,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,16,1,NO,2,3,YES,66660,12120,6060,48480,Honda,Civic,2006,N
197,41,500639,1996-06-27,OH,500/1000,1000,1324.78,0,478640,FEMALE,PhD,prof-specialty,-64500,2015-01-10,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,6,1,NO,2,2,YES,76400,15280,7640,53480,Volkswagen,Jetta,1997,Y
166,37,352120,1994-12-11,IN,250/500,500,1518.54,0,470510,FEMALE,MD,craft-repair,0,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,10,1,YES,1,1,NO,58300,10600,10600,37100,Ford,F150,2001,N
293,49,569245,1995-12-05,IL,100/300,2000,1239.06,0,439360,FEMALE,JD,transport-moving,34900,2015-01-10,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Riverwood,19,1,NO,1,1,NO,57310,5210,10420,41680,Volkswagen,Passat,2002,N
179,32,907012,1996-12-15,OH,500/1000,2000,1246.68,0,440251,FEMALE,PhD,priv-house-serv,0,2015-01-28,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,10,1,NO,0,1,NO,53100,5900,5900,41300,Suburu,Impreza,2006,N
76,24,700074,2011-06-06,OH,250/500,1000,1622.67,0,600313,FEMALE,MD,priv-house-serv,0,2015-02-18,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,6,3,NO,1,1,NO,74700,14940,7470,52290,Suburu,Forrestor,1997,N
105,28,866805,1995-12-13,OH,250/500,500,1082.36,0,452216,FEMALE,Associate,prof-specialty,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,12,3,NO,2,2,NO,60500,12100,6050,42350,Audi,A5,1995,N
97,26,951863,1997-10-28,OH,250/500,1000,1270.55,0,478532,MALE,Masters,protective-serv,-72100,2015-01-20,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,10,3,YES,2,3,NO,84920,7720,15440,61760,Jeep,Wrangler,2006,Y
148,36,211578,1996-01-04,IL,500/1000,1000,1236.32,5000000,616929,FEMALE,MD,adm-clerical,55100,2015-01-10,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,0,1,NO,2,0,NO,61050,5550,11100,44400,Dodge,Neon,2009,N
77,26,357394,2008-05-09,IL,250/500,2000,785.82,0,620207,MALE,JD,exec-managerial,49700,2015-01-07,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,12,3,YES,2,0,NO,69080,12560,6280,50240,Audi,A5,2009,Y
295,46,863749,2009-12-05,IN,250/500,500,1265.84,0,605743,FEMALE,JD,prof-specialty,7700,2015-01-16,Vehicle Theft,,Minor Damage,,VA,Arlington,10,1,YES,1,3,YES,4560,760,380,3420,Nissan,Pathfinder,2007,N
126,28,596914,1992-01-05,IN,250/500,500,1508.9,0,472814,FEMALE,JD,machine-op-inspct,0,2015-01-01,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,3,4,NO,0,1,NO,67800,11300,11300,45200,Ford,F150,2011,N
132,32,684653,1997-11-15,OH,250/500,2000,1106.84,0,464362,MALE,PhD,other-service,11200,2015-01-07,Vehicle Theft,,Minor Damage,Police,SC,Riverwood,21,1,YES,1,1,YES,5600,1120,560,3920,Suburu,Legacy,2005,N
370,55,528259,2012-12-22,IN,500/1000,2000,1389.13,7000000,456203,MALE,JD,other-service,-53200,2015-02-17,Vehicle Theft,,Minor Damage,,NC,Northbrook,6,1,NO,0,2,NO,9000,900,1800,6300,Mercedes,ML350,2015,N
257,43,797636,1992-05-19,IN,100/300,1000,974.84,0,468984,FEMALE,JD,transport-moving,52100,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Northbend,0,1,NO,0,1,YES,85320,21330,7110,56880,Nissan,Pathfinder,2006,N
9,24,326180,2002-05-25,IL,100/300,2000,1304.46,0,473349,FEMALE,PhD,machine-op-inspct,18400,2015-01-31,Vehicle Theft,,Trivial Damage,,NC,Arlington,6,1,NO,0,3,YES,5940,540,1080,4320,Audi,A5,2001,Y
185,34,620075,2010-04-21,OH,250/500,500,1257.36,0,474771,FEMALE,PhD,armed-forces,0,2015-02-27,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,20,3,YES,1,1,NO,51370,9340,4670,37360,BMW,M5,2000,Y
234,43,965187,1990-03-26,OH,250/500,500,1257.04,0,448294,MALE,Associate,protective-serv,-48800,2015-03-01,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,4,1,NO,2,2,YES,51600,10320,5160,36120,Dodge,Neon,2011,N
253,44,516182,2007-05-12,OH,100/300,2000,719.52,0,606606,FEMALE,High School,farming-fishing,45800,2015-02-13,Parked Car,,Trivial Damage,,SC,Arlington,9,1,NO,0,3,NO,5400,600,600,4200,Chevrolet,Malibu,1998,N
233,39,728839,2001-01-02,OH,500/1000,2000,1524.18,0,605220,MALE,JD,craft-repair,0,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,20,3,NO,1,0,YES,48870,5430,5430,38010,Saab,95,1999,N
274,44,771509,2006-08-10,IN,500/1000,500,1395.58,0,466612,FEMALE,JD,tech-support,0,2015-02-05,Vehicle Theft,,Minor Damage,Police,WV,Springfield,7,1,NO,2,1,NO,5590,860,860,3870,BMW,X5,2000,N
297,48,264221,2014-07-28,IL,500/1000,1000,1243.68,0,463331,MALE,Masters,protective-serv,-71400,2015-02-20,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,18,3,NO,0,2,NO,54960,6870,0,48090,Toyota,Corolla,2002,Y
273,47,602704,2011-09-27,OH,500/1000,1000,1189.04,0,457843,FEMALE,Associate,prof-specialty,59600,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,0,3,NO,1,3,NO,39800,7960,3980,27860,Jeep,Wrangler,2014,N
147,37,672416,2013-04-20,IN,500/1000,2000,1375.29,0,609226,FEMALE,Masters,armed-forces,0,2015-01-31,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,11,3,NO,0,1,NO,56160,6240,6240,43680,Ford,Fusion,2015,Y
285,42,545506,1991-03-20,IN,100/300,500,1389.13,0,452942,MALE,Associate,priv-house-serv,-16300,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,13,1,NO,0,3,NO,52700,5270,10540,36890,Toyota,Corolla,2005,N
289,43,777533,2002-12-21,OH,500/1000,1000,1387.51,0,609390,FEMALE,Associate,sales,0,2015-01-11,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,19,3,YES,1,3,NO,68580,7620,7620,53340,Jeep,Wrangler,2010,N
427,60,953334,2005-12-03,IN,100/300,1000,1178.61,7000000,446608,MALE,MD,craft-repair,-54400,2015-02-20,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,23,1,YES,1,2,YES,90860,12980,19470,58410,Volkswagen,Jetta,2004,Y
380,53,369781,2011-05-25,IL,250/500,2000,1166.62,6000000,602500,MALE,Associate,priv-house-serv,0,2015-02-24,Parked Car,,Trivial Damage,Police,NC,Northbend,23,1,NO,0,3,NO,5700,570,570,4560,Saab,93,2001,N
13,21,990998,2006-10-18,IN,100/300,1000,1556.31,0,463809,MALE,Associate,prof-specialty,-75000,2015-01-19,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,19,3,YES,2,0,YES,94930,8630,8630,77670,Accura,RSX,2014,N
282,43,982678,2006-07-19,OH,250/500,500,1452.27,0,611996,MALE,MD,farming-fishing,75800,2015-01-08,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbend,19,1,NO,1,2,NO,46800,4680,9360,32760,Audi,A5,2007,Y
312,47,646069,2002-06-08,OH,500/1000,1000,1212.07,0,459298,FEMALE,MD,exec-managerial,15100,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,17,3,NO,2,3,NO,56320,7040,7040,42240,Mercedes,ML350,2000,N
266,46,331683,2009-02-12,OH,100/300,2000,1578.54,0,468158,MALE,Associate,handlers-cleaners,-41400,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,18,1,NO,1,3,YES,83490,7590,15180,60720,Nissan,Pathfinder,1996,N
30,36,364055,2001-05-14,IN,500/1000,500,1488.26,0,440831,FEMALE,College,machine-op-inspct,-63500,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbrook,17,3,NO,2,2,NO,57900,5790,5790,46320,Saab,95,2008,N
198,36,521854,2001-02-16,IN,250/500,1000,1096.39,0,603848,MALE,High School,armed-forces,0,2015-01-26,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,11,3,NO,1,3,YES,49410,5490,5490,38430,Audi,A3,2015,N
290,45,737252,1993-11-18,OH,500/1000,2000,1215.36,0,617739,MALE,Associate,tech-support,54400,2015-01-31,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,22,3,NO,0,1,NO,66200,6620,6620,52960,Suburu,Impreza,2012,N
260,46,344480,1990-02-18,OH,100/300,2000,1482.57,0,607133,MALE,MD,priv-house-serv,35000,2015-02-20,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,7,1,NO,0,1,NO,64080,10680,10680,42720,Toyota,Camry,2005,N
233,43,898519,2000-05-21,OH,250/500,1000,954.18,0,437470,FEMALE,College,tech-support,0,2015-02-17,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,17,3,NO,2,3,YES,42500,8500,4250,29750,Nissan,Pathfinder,2000,N
130,30,957816,2012-08-26,IL,500/1000,2000,1193.4,0,461372,MALE,PhD,exec-managerial,-40800,2015-02-02,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,16,3,NO,2,3,NO,48950,8900,4450,35600,Suburu,Legacy,2005,N
230,42,175960,2004-11-16,IN,100/300,1000,1023.11,0,476130,FEMALE,MD,adm-clerical,-45300,2015-02-06,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbend,13,3,NO,1,2,YES,58850,10700,10700,37450,Accura,MDX,1999,N
212,40,489618,2003-01-23,IL,500/1000,1000,1524.45,0,452438,FEMALE,Masters,other-service,73200,2015-02-11,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbrook,17,3,YES,0,2,YES,82400,8240,8240,65920,Nissan,Pathfinder,2006,N
299,44,717044,2008-11-07,OH,500/1000,1000,1653.32,0,460517,FEMALE,College,other-service,-48800,2015-01-25,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,3,1,YES,2,0,NO,54240,6780,6780,40680,Suburu,Impreza,2009,N
91,26,101421,1999-10-19,IL,250/500,1000,1022.46,0,444896,FEMALE,Associate,armed-forces,52700,2015-02-23,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,15,3,NO,0,2,NO,74200,7420,7420,59360,Jeep,Wrangler,1996,N
398,53,793948,1990-12-20,IL,100/300,2000,1396.43,0,448722,FEMALE,Associate,priv-house-serv,21500,2015-01-29,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,16,1,YES,2,1,NO,47430,5270,5270,36890,Toyota,Camry,2000,N
218,43,737483,1996-02-14,IL,250/500,500,1521.55,0,477856,FEMALE,Associate,priv-house-serv,-3400,2015-01-02,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,18,1,NO,1,3,YES,68200,13640,6820,47740,Dodge,RAM,2003,Y
152,33,695117,2001-06-10,IN,100/300,1000,1034.27,0,617721,FEMALE,JD,armed-forces,0,2015-02-06,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Hillsdale,18,1,NO,1,0,NO,63900,7100,7100,49700,Accura,TL,2014,N
212,39,167466,2010-03-17,OH,100/300,1000,1255.35,0,454176,FEMALE,JD,protective-serv,1400,2015-02-14,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,22,2,NO,0,3,YES,59300,11860,5930,41510,Dodge,RAM,2008,N
242,44,664732,2003-07-30,IL,500/1000,2000,1396.89,6000000,618127,FEMALE,College,priv-house-serv,-61600,2015-02-04,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Springfield,15,3,NO,1,2,YES,66900,6690,13380,46830,Suburu,Forrestor,1999,Y
80,27,143038,2014-09-17,OH,500/1000,500,795.31,0,441923,MALE,JD,farming-fishing,-51000,2015-02-12,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Arlington,16,3,YES,1,3,NO,40810,3710,7420,29680,Ford,F150,2000,Y
260,43,979963,2009-06-03,IN,100/300,500,982.22,0,604279,FEMALE,JD,exec-managerial,-17600,2015-02-12,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,18,1,NO,1,0,NO,75400,15080,7540,52780,Honda,CRV,2011,N
133,34,467841,1994-10-11,IN,500/1000,500,1074.07,0,440833,FEMALE,JD,prof-specialty,9800,2015-01-28,Parked Car,,Minor Damage,,WV,Northbend,8,1,NO,2,0,YES,4200,420,840,2940,Jeep,Wrangler,2013,N
290,45,219028,1991-07-18,OH,100/300,1000,1311.3,0,451550,FEMALE,Associate,machine-op-inspct,38500,2015-01-10,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,23,3,YES,0,0,YES,52650,5850,5850,40950,Ford,F150,2001,Y
322,49,130156,2001-09-24,IL,250/500,2000,1277.12,0,431853,FEMALE,PhD,armed-forces,-46000,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,18,1,NO,0,2,YES,42240,7680,7680,26880,Chevrolet,Malibu,2007,N
228,39,762951,2012-09-19,IN,500/1000,500,1388.62,0,614274,FEMALE,JD,sales,35200,2015-01-19,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Riverwood,10,1,YES,1,0,YES,59490,6610,6610,46270,Mercedes,ML350,1995,N
195,37,376879,1991-07-11,IL,100/300,1000,1406.52,8000000,619148,MALE,MD,tech-support,0,2015-01-28,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Arlington,12,1,NO,0,2,NO,44200,4420,4420,35360,Jeep,Wrangler,2002,Y
247,39,599031,1991-10-29,IN,100/300,500,1558.29,0,456781,FEMALE,Masters,protective-serv,-49300,2015-02-16,Vehicle Theft,,Trivial Damage,Police,WV,Springfield,5,1,YES,1,2,NO,7700,770,1540,5390,Saab,93,2000,N
405,57,676255,1999-12-28,IN,500/1000,1000,1132.47,4000000,434293,MALE,MD,priv-house-serv,46300,2015-01-08,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Northbend,21,3,NO,2,3,NO,61440,10240,10240,40960,Saab,93,2008,N
144,37,985446,2012-10-11,OH,250/500,2000,1896.91,0,460895,FEMALE,PhD,handlers-cleaners,73700,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Columbus,17,3,YES,1,3,NO,54400,5440,10880,38080,Chevrolet,Silverado,2015,Y
338,47,884180,1995-08-19,IL,500/1000,500,1143.46,4000000,601600,MALE,MD,priv-house-serv,0,2015-02-18,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,4,1,YES,2,1,NO,58560,9760,9760,39040,Mercedes,E400,2002,N
121,34,571462,1991-02-11,IN,500/1000,500,1285.42,0,465440,MALE,MD,priv-house-serv,0,2015-01-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,VA,Northbrook,11,1,NO,1,1,NO,67300,6730,6730,53840,Dodge,RAM,2000,Y
398,55,815883,1991-07-02,OH,250/500,2000,1305.26,0,455482,MALE,MD,farming-fishing,16500,2015-01-08,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,18,1,NO,1,3,YES,36740,3340,6680,26720,BMW,X5,1998,Y
9,30,258265,1994-04-10,IL,100/300,1000,1073.83,0,438877,FEMALE,High School,machine-op-inspct,0,2015-02-02,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,12,1,NO,0,0,NO,85690,15580,15580,54530,BMW,3 Series,2011,N
115,31,569714,2005-12-04,OH,500/1000,1000,1051.67,0,479824,FEMALE,Associate,exec-managerial,0,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,18,3,YES,0,3,NO,34160,0,4270,29890,Audi,A5,2005,Y
280,48,180008,2014-07-16,IL,250/500,1000,1387.35,0,477415,MALE,JD,transport-moving,-72000,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,16,1,NO,2,2,NO,61320,10220,10220,40880,BMW,M5,1998,N
254,45,633375,2003-09-17,IL,250/500,500,1083.64,0,614372,MALE,JD,other-service,59800,2015-02-27,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Columbus,19,3,YES,0,0,NO,79680,13280,13280,53120,BMW,3 Series,2004,N
141,30,556538,2000-07-15,IL,250/500,1000,1851.78,0,465248,FEMALE,High School,craft-repair,78800,2015-02-09,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,13,1,NO,1,0,YES,61740,6860,6860,48020,Audi,A3,2002,N
441,55,669501,2009-07-29,IN,250/500,500,1270.29,4000000,449421,MALE,College,armed-forces,-26500,2015-02-19,Parked Car,,Minor Damage,,VA,Arlington,4,1,NO,0,0,NO,6400,640,640,5120,Honda,Civic,2002,N
381,55,963761,1991-04-13,OH,500/1000,500,1459.99,0,445856,FEMALE,MD,other-service,35900,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,8,1,YES,1,2,YES,60600,12120,6060,42420,Accura,TL,2011,N
191,38,753005,2005-11-20,IL,100/300,2000,1253.44,0,608525,FEMALE,Masters,craft-repair,0,2015-02-07,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Hillsdale,19,3,NO,2,0,NO,56320,10240,5120,40960,Volkswagen,Jetta,2007,N
145,34,454758,1990-05-20,IN,100/300,1000,1142.48,0,608813,FEMALE,JD,priv-house-serv,0,2015-01-13,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Northbend,18,1,YES,2,0,NO,52250,9500,4750,38000,Suburu,Legacy,2012,N
